"TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment","IncomePerCap"
5795,2621,3174,62.5,30.2,5.3,0,1.3,0,3470,20,25.7,14.1,21.5,22.1,16.9,25.3,81.3,10.2,1,0.6,0,6.9,34.4,2077,80,12.9,7.1,0,10.4,15848
7424,3722,3702,2,94.4,0.6,0,2.3,0,5395,4.7,5.8,49.2,13.9,21.5,8.4,7,80.4,11.9,1,0.8,0.5,5.4,23.3,4087,84.1,9.7,6.2,0,3.1,45365
6482,3188,3294,29.4,35.7,13.6,1,17.4,0,4115,8.2,18.8,34.7,21.5,29.1,9.6,5.1,58.7,14.1,20.1,4.1,1.7,1.3,34.8,3757,77.7,13.5,8.8,0,3.1,38224
7490,3609,3881,0.4,67.2,24.7,0.2,5.7,0.4,5400,6.6,4.8,28.4,16.9,21.4,10.2,23.2,79.4,16.5,0,1.4,2.3,0.4,18.6,3885,86.7,10.2,2.8,0.4,6,26245
2852,1322,1530,2.7,92.3,1.3,0.6,1.6,0,2348,7,0,40.4,13.2,28.7,13.1,4.6,84.3,6.6,3.1,0,1.4,4.5,28.3,1643,72.7,17.6,9.7,0,7.8,43136
2487,1177,1310,0.9,94.7,2.7,0,0,0,2057,15.8,34,21.8,17.5,26.3,13.1,21.4,87.7,10,0,0,0,2.3,19.7,1255,82.3,8,9.7,0,6.7,22367
5698,2999,2699,74.4,12.1,9,0,4.2,0,3079,13,20.6,15.6,25.8,24.1,12.3,22.3,82.8,12.3,0.7,0.6,1.3,2.3,28.6,2543,81.2,7.1,11.2,0.5,4.8,16829
4538,2398,2140,1.4,89.4,0.1,1.4,3.1,0.1,3413,25.9,36.7,30.4,28.2,21.5,12.3,7.6,86.4,10,0,1.4,0,2.2,17.8,1873,74.3,21.1,4.5,0,9.6,22976
7834,3509,4325,11,73.1,10.1,0,4.3,0,6187,4.5,3.5,45.5,19.2,21.4,2.9,11,84.7,8.3,0.3,0,3.8,2.9,37.5,3319,82.2,14.3,3.5,0,4.9,39450
3292,1636,1656,0.4,89.5,3.3,0,0,0,2558,17.5,30.5,25.3,13.4,25.8,16.1,19.4,72.7,21.2,0,3,0.2,2.9,29.7,1404,77.5,18.4,4.1,0,3.3,20351
5219,2274,2945,3.1,91.2,5.3,0.4,0,0,3988,11.3,5.4,27.4,13.8,26.2,16.9,15.7,83.5,15.5,0,0.1,0,1,26.6,2018,80.9,15.7,3.4,0,11.3,26209
2428,1080,1348,0.2,86.2,9.3,0,1.3,0,2008,9.7,4.1,34.2,22.8,31.8,1.1,10.1,86.3,7.8,0,3.6,0,2.2,19.9,1077,80,13.7,6.2,0,5.8,28203
6494,3388,3106,18.8,56.9,8.8,0,11.8,0,4396,10.9,13.9,30.9,13.1,25.3,14,16.7,84,7.2,1.7,1.1,3.5,2.7,33.2,2801,82.9,10.6,6.6,0,12.5,28329
3564,1733,1831,6.2,13.7,1,0,48.7,3.5,2986,6.6,4.4,39.7,15.8,28.7,10.3,5.4,75.2,12.3,6.3,0.7,2.5,2.9,31.1,1569,78.6,17.7,3.6,0,4.9,36478
3273,1395,1878,3.3,83.3,5.8,0,3.8,0.3,2673,13.5,10,63.9,18.3,11.2,3.7,2.9,56.6,4,7.1,19.7,7.8,4.9,14.6,1982,63,26.4,10.6,0,6.4,52310
3768,1768,2000,1.6,96.3,1.4,0.2,0.2,0,3330,5.7,0,50.7,14.4,25.5,5.6,3.8,88.3,2.6,0,0,0,9.1,28.1,1108,76.2,15.2,8.7,0,13.1,31153
5772,2910,2862,21,74.4,1.8,0,1.7,0,3691,12.5,16.7,31.8,14.1,16.1,8.5,29.5,75,17.6,0.9,1.3,0.5,4.6,23.3,2564,78.5,16.6,4.8,0,7.8,25735
5073,2640,2433,7.5,88.8,3.2,0.2,0,0,3671,5,5.7,44.2,9.7,27.3,9.4,9.4,84.7,6.2,0,2.3,1.1,5.6,27.1,2458,78.2,13.3,8.4,0.1,1.8,36106
3120,1427,1693,0.1,1.8,97.1,0,0.4,0,2592,15.7,14.6,36.9,33.9,22.2,1.6,5.4,73.3,3,21,1.4,1.4,0,32.1,1308,63.7,26.8,9.5,0,15.6,29473
7464,3597,3867,49.9,40.8,7.2,0,1.5,0,5740,53.9,63.5,23.5,24.2,32.6,13.7,5.9,72.1,12.9,7.4,0.4,6.4,0.8,22,3734,84.5,12.6,2.9,0,9.9,12987
3989,1712,2277,2.6,94.8,0.5,0,0.1,0,3475,8.8,11.7,45.9,19.8,25.1,3.4,5.8,95.4,1.5,1.8,0,0,1.3,45,1162,82.7,14.7,2.6,0,5.2,40856
3932,1683,2249,5.9,56.6,28.2,0,6.8,0,2877,8.3,13.4,30.7,17.5,28.3,8.3,15.3,90.7,4.5,1.2,0,0,3.5,25.8,1885,79.9,17.5,2.7,0,4.9,28044
2799,1389,1410,4,94.1,0.3,0,1.3,0,2113,1.6,0,57.8,10.4,19.2,7.5,5.1,86.9,4.4,0,4.6,1.1,3,21.8,1380,74.8,18.8,6.4,0,2.9,42574
8109,3733,4376,8.4,78.4,7.9,0,2.5,0,5988,5.9,5.9,31.7,24.8,26.3,8.4,8.9,87,5.8,1.2,0,1.3,4.7,29.4,4429,71.8,22.1,5.6,0.5,2.4,31054
3178,1665,1513,20.7,67.4,3.7,0,6.1,0,2620,5.5,9.1,66.9,10.2,14.3,2,6.7,83.4,5.8,2.9,1.9,1.9,4.1,22.4,2277,90.5,5.6,3.3,0.6,5.6,74987
7764,4081,3683,5.8,75.3,4,0,14.7,0,5681,3.8,6.2,53,9.3,22.8,3.6,11.3,75.6,10.6,10.8,0.1,0.3,2.5,39.1,3698,77.4,16.2,6.4,0,5.1,55471
1485,679,806,5.9,90.4,2.5,0,0.1,0,1152,12.3,15.5,34.6,14.7,18.7,13.1,19,69.7,11.5,0,3.6,2.8,12.5,20.7,764,72.4,12.7,14.1,0.8,4.7,34926
2790,1360,1430,4.6,31.7,62.7,0,0,0,2032,33.6,57.2,19.6,20.5,23.2,17.4,19.3,72.9,13,0,2.2,8.2,3.6,20.5,897,87.4,9.8,2.8,0,12.9,14019
1993,898,1095,4.1,5.4,77.3,0,9.8,0,1229,10.2,17.7,43.3,21.5,24.7,2.5,8,41.6,0.6,50.4,6.3,0,1.1,52,1012,72.1,23.1,4.7,0,3.8,28119
2797,1333,1464,0.4,95.1,0.6,0.1,0.1,0.3,2085,7.6,11,25.9,19,27.4,15.5,12.1,84.2,9.3,0,2.5,2,2,18.8,1261,68.4,22,8.8,0.8,1.8,22648
6277,3021,3256,9.5,87.4,0.3,1,0.8,0,4949,12.1,13.3,29.6,22.7,22.7,16.1,9,73,6.9,0,14.2,1.7,4.1,20.2,3389,79.1,16.8,4.1,0,3.6,26517
3293,1744,1549,8.2,88.4,0.7,0.3,0,0,2428,10.8,15.4,19.2,19,19.5,14,28.3,84.5,6.9,0.2,4.4,1.4,2.6,22,1712,83.8,12.3,3.9,0,3.6,26011
2551,1243,1308,4.1,80.6,14.1,0,0.8,0,2097,18.1,21.8,47.1,15.8,19.9,7.2,9.9,74.7,6.5,1.1,10.4,0.9,6.5,20.3,1048,79.5,15.6,5,0,8.7,22869
2196,1120,1076,1.4,2.3,95.7,0,0.6,0,1731,33,52.5,20.5,37.3,13.7,4.7,23.8,79.3,8.4,10.9,0,1.4,0,23.3,707,82.7,15.1,2.1,0,30.7,13893
3376,1563,1813,17,68.3,12,0,0.9,0,2547,18.5,25.5,31.4,23.4,18.8,15.2,11.2,77.5,14.5,0,0.7,0.8,6.4,19.5,1587,82.4,12.9,4.8,0,3.3,23788
4621,2342,2279,3.5,88,3.9,0,0.1,0,3433,13.3,21.7,29.8,15.5,24.5,10.3,20,88.5,9.8,0.2,0,0,1.5,22.2,2200,83.3,12,4.8,0,7,25344
2769,1367,1402,99.3,0.7,0,0,0,0,2100,77.2,91.8,10,23.1,28.9,7.4,30.6,84.2,7,2.3,0,6.4,0,21.8,350,86.3,11.1,2.6,0,27.8,5304
3390,1735,1655,12.5,63.2,16.8,0,3.5,0,2601,28.1,51.7,21.3,34.7,23.9,10.4,9.7,84.2,8,0.5,3.8,1.9,1.6,20.4,1645,73.6,17.3,9.1,0,9.8,25125
4442,2113,2329,2.4,92.3,0.2,0.9,0.1,0,3317,12.6,15.3,31,19.4,17.7,10.7,21.2,80.3,8.7,1.1,3.2,1.3,5.4,27.5,1983,81.7,11.2,7,0.1,6.9,25005
3592,1736,1856,3.4,96.5,0,0,0.1,0,2921,2,0,38.4,15.6,25.6,7.1,13.3,88.3,8.8,0.1,0,0,2.8,21.1,1891,83.1,13.4,3.5,0,2.2,39812
5896,4691,1205,26.7,18.8,52.6,0.2,0.1,0,4265,29.8,44.3,17.3,24.1,17.9,21.3,19.4,79.5,7.5,3.5,2.6,5.8,1.1,24,901,81.9,15.4,2.7,0,21,8079
2897,1372,1525,17.6,68.6,5.5,3.1,1.7,0,2357,14.6,3.4,56.8,9.2,25.9,5.2,2.9,76.6,9.7,1,0,11.3,1.4,18.4,1572,70.5,21,8.5,0,6.5,32820
3591,1875,1716,8.5,72,8.2,0.3,6.9,0,2794,12.4,17.4,24.2,14.4,30.7,15.8,14.8,76.4,11.1,1.7,2.3,7,1.5,24.1,1933,78.2,18,3.4,0.5,9.5,29708
5092,2515,2577,0.4,96.8,0.3,0,0.8,0,3799,29.7,22.7,23.4,21.1,25,14.5,16,87.8,7.7,0,2.6,0,1.8,27.7,1422,71.2,26.6,2.2,0.1,10.1,15179
3462,1643,1819,5.2,90.4,0,0,3.3,0,2650,4.9,5.8,57.8,10.5,15.8,15.2,0.7,69.7,4.2,6.1,5.4,0,14.6,39.8,1635,78.3,7.3,14.4,0,6,65136
7581,3786,3795,12.2,41.7,12.9,0,28.8,0,4190,14.7,12.2,60.1,14.4,16.5,1.4,7.5,61.6,10.3,17.7,7.8,0.5,2.2,30.1,4491,88.2,8.5,3.3,0,11,52507
5141,2628,2513,83.7,10.3,5.3,0,0,0,2097,15.4,21.3,11.1,21.8,22,5.5,39.6,79.2,15.4,3.4,0,1.2,0.7,26.6,2402,94,4.7,1.3,0,9.5,18646
3232,1703,1529,4.5,76.5,9.6,0,7.8,0.3,2509,5.1,3.9,39,17.4,27.9,6.3,9.3,85.5,6.5,0.1,0.3,3.4,4.2,21.8,1645,80.4,13.1,6.4,0,5.4,33825
5004,2453,2551,6.6,75.6,3.3,0,13.2,0,3508,6.8,10,50.1,10.9,20.6,8.6,9.8,81.2,6.7,2.7,1,0.3,8,32.7,2707,86.4,7.6,6,0,5.4,38234
5706,2479,3227,0.6,97.2,0.7,0,0.4,0,4599,14.3,27.1,35.5,14,24.5,10.9,15.1,86.2,6.4,2,0.7,2.4,2.2,29.7,2716,82.9,10,7.1,0,5.7,27156
2495,1199,1296,4.3,39,53,0,2.2,0,1633,45.9,85.4,57.6,15.7,18.8,2.9,5,63.6,8.7,3.2,13.3,5.4,5.9,16.4,957,81.6,11.3,7.1,0,9.2,22895
1622,710,912,23.9,22.7,40.6,0,12.8,0,1082,18.6,16.6,33.6,28.2,22.3,6.7,9.2,48.5,0,43.2,3.6,0,4.7,43.7,730,71.8,16,12.2,0,12.8,25332
2862,1260,1602,2.1,96.1,1.1,0,0.3,0,2507,13.7,41.8,53.6,11.4,34.1,0,0.9,79.8,0.6,0,1.9,0,17.6,26.4,1003,83.1,8.3,8.7,0,7.9,59767
6602,3085,3517,7.6,78,8.3,0,4.1,0,5238,9.4,4.2,45.4,14.9,24.3,6.9,8.6,91.1,4.3,1.3,0,0.4,2.8,23.1,3684,76.1,19.1,4.8,0,7.8,35589
3394,1503,1891,9.3,53,29.6,0.5,6.3,0,2600,23.7,30.8,42,26.6,20.4,5.6,5.4,91.4,5.9,0,0.4,0,2.3,22.3,2305,84.3,10.5,5.2,0,5.2,30518
27756,13706,14050,1.7,94.2,0.8,0,2.2,0,19469,5.2,5.5,51.8,13.2,25.2,6,3.9,90.7,3.6,0.6,1.1,0.4,3.5,22,16301,79.5,17.2,3.3,0,2.8,39845
3960,1739,2221,15.5,72.3,8.7,0,2.9,0,3340,8.5,2.1,43.9,15.6,25.2,6.3,9.1,87.6,9.9,0,1.6,0.4,0.4,15.9,2157,86.9,8.3,4.8,0,3.3,38371
1575,875,700,1.7,15.1,75.5,0,3,0,1372,8.7,0,44,18.2,23.2,1.9,12.7,73.1,12.2,3.4,3.3,2.9,5.1,22.4,781,69.4,26.4,4.2,0,5.6,30314
2334,1175,1159,2.9,92.4,2.8,0.3,0,0,1870,15.2,18.9,27.4,13.5,16.9,12.3,30,79.1,9.2,0.1,4.3,0.8,6.4,27.2,1126,73.4,17.1,9.1,0.4,4.3,24288
5704,2956,2748,0,94.7,5.3,0,0,0,4364,9.4,15.4,29.3,19.4,23.2,12.3,15.8,86.5,8.4,0,0,1.8,3.3,37.4,2648,78.5,10,11.4,0,6.1,29627
5273,2626,2647,3.5,90.7,0.2,0.3,2.2,0,3928,13,21.3,45.8,12.5,29.3,8.4,4,85.3,6.8,0,1,0,7,25.4,2420,73,21.9,5.1,0,6.6,36640
3175,1550,1625,14.8,78.4,2.1,0.7,2.2,0,2717,11.6,9.5,40.7,13.7,18.2,12.7,14.6,85.8,5.3,3,2.6,2.5,0.9,37.6,1169,63.3,31,5.7,0,2.6,37055
5030,2727,2303,76.8,2.9,15.3,0,3.5,0,1363,39.3,53.7,3.6,22.4,13.8,37.7,22.6,73.5,9.9,3.3,2.7,9.2,1.3,28.7,2193,93.7,2.6,3.7,0,9.3,12949
4257,1851,2406,1,97.6,0.9,0,0,0,3534,16.7,18.9,28.4,19.9,21,8.3,22.4,73.7,17.3,1.5,3.4,2,2,28.9,1871,81.5,14.8,3.7,0,13.4,24659
3169,1555,1614,21.3,15.1,1.5,0,60.7,0,2384,9.7,10.3,41.9,18.4,27.9,5.9,5.8,79.7,13.4,0,0,0.3,6.6,34.3,1534,81.2,11.5,7,0.3,8.3,34315
1880,960,920,3.7,95.3,0,0,0,0,1398,21.6,31.5,26.8,16.9,23.2,13.1,20,90.8,8.4,0,0.8,0,0,24.8,799,84,13.9,2.1,0,15.5,28342
4202,2142,2060,31.6,32.5,30.2,0.1,2,0.5,2767,30.3,53.9,15,36.5,17.9,20,10.6,74.7,20.6,0.6,1.4,0.5,2.3,20.1,1632,75.7,21.1,3.2,0,16.4,13856
3224,1440,1784,31.2,5.2,56.3,0,2.7,0,2009,13.7,20.5,34.1,21.1,27,7.9,9.9,54.4,11.3,25.5,4.9,2.2,1.7,37,1606,84.4,12.9,2.7,0,3.8,29771
4488,2150,2338,46,14.5,37.3,0,0.3,0,2736,17.1,20.2,16,29.5,30.1,8.4,16,80.9,13.1,2.8,3.2,0,0,22.6,2240,84.8,13.9,0.7,0.5,6.7,19696
1521,749,772,3.6,5.6,89.5,0,0.3,0,1356,16.8,0,42.4,14.4,29.8,6.7,6.8,48.8,11.3,25.9,2.3,0,11.8,32.8,675,63.9,31.7,4.4,0,10.8,31915
4867,2486,2381,16,31.6,46.1,2,0.4,0,3174,28.7,44.9,25.3,27,22.9,8.9,15.9,76.6,6.1,0.5,2.4,10.6,3.8,21.5,1525,83.1,14.6,2.2,0,17.1,15749
1995,900,1095,0,94.6,1.6,0,0.4,0,1608,8.7,15.8,37.2,12.6,28,6.2,16,80.4,12.1,0.5,1.6,2.3,3.2,19.5,1074,82,13.7,4.3,0,2.9,28542
1655,789,866,1.1,97,0.5,0,0.5,0,1259,16.6,20.1,27.6,19.8,23.9,14.9,13.8,83.2,8.6,0,1.5,2.4,4.2,12.9,774,70.3,20.4,9,0.3,3.1,27782
3566,1629,1937,25.7,60.7,0.2,0,11.6,0,2518,9.9,23.1,44.1,15.2,23.1,5.2,12.5,16.7,6.5,57.5,11.9,2.7,4.8,42.6,1853,82.8,13.9,3.3,0,9,38385
3899,1795,2104,3.1,82.6,10,0,1.8,0.2,3122,8.6,2.9,59.7,12.7,19,2.6,6.1,68.3,8.1,6.4,6.4,2.7,8,22.1,2505,78.7,15,6.2,0,3.6,49650
12574,6428,6146,31.2,38.8,20.4,0,6.9,0,8322,9.5,19.1,46.9,18.4,16.2,8.2,10.4,82.5,11.6,1.2,1.1,0.2,3.4,33.9,5305,71.2,23.6,5.3,0,8.2,30183
1911,886,1025,0.8,92.6,2.5,0,3,0,1487,15.6,21.7,37.3,16.9,28,6.3,11.6,79.5,10.1,4,0.5,0.6,5.3,16.5,813,86,8.4,5.7,0,4.9,22825
2657,1315,1342,73.9,3.8,21.8,0,0,0,1545,43,72.2,8.2,28.2,14.2,7.4,42,35.6,38.6,8.1,6.8,7,3.9,22.7,1163,94.5,3.2,2.3,0,5.1,13443
2561,1369,1192,2.3,59.5,0.2,27.1,1.3,0.5,1977,16.9,26.8,24.8,16.9,20.3,20.6,17.4,51.5,11.2,0.9,20.3,8.2,7.9,17.1,1240,60.4,25.2,14,0.4,13.7,30611
11042,5471,5571,5.8,79.5,8.2,0,2.4,0.1,7488,4.3,6.8,59.4,9.8,15.3,9.1,6.3,86.2,6.9,1,1.2,1.4,3.4,28.4,4988,56.3,39.4,4,0.3,1.4,41823
2689,1485,1204,21.6,69,6.7,0.3,0.8,0,2063,24,55.3,23.8,36.6,23.6,3.3,12.7,77.9,9.2,0,11.4,0,1.6,17.2,1067,84.6,9,6.4,0,13.3,18649
4159,2011,2148,99,1,0,0,0,0,3489,36.6,56.8,22.9,18,36.5,8.8,13.8,76.5,15.2,1,2.3,2.9,2.2,28.4,1382,71.3,23.2,5.6,0,15.9,11940
6346,2969,3377,13.1,67.1,11.9,0.3,5.6,0,4195,3.2,4.6,52.7,10.7,26,4.5,6,92.2,2.8,0.2,0,0.6,4.1,31.2,3328,82.2,13.9,3.2,0.8,2,43447
3997,1748,2249,81.3,15.4,1.5,0.2,1,0.6,2882,12.3,22.5,43,20.2,19.6,8.4,8.7,85.2,12.7,0,0,0.1,1.9,18,1635,72.4,22.2,5,0.4,1.6,30615
4589,2148,2441,2.5,71.6,14.2,0,6.8,0,3514,6.9,3.7,49,22,20,3.4,5.6,85.6,6.7,0,0,0.5,7.3,21.1,2596,77.5,13.8,8.6,0,8.7,34108
2076,1143,933,72.2,19.9,1.9,0,2.8,0,706,16.1,18.3,10.3,29.9,4,36.4,19.4,74,13.7,6,0,4.4,1.9,31.9,964,90.4,3.3,6.3,0,1.4,17072
4459,2159,2300,27.6,27,35.5,0.4,6,0,2490,24.1,33,30.3,20.7,21.6,16.8,10.6,69.2,16.3,5,1.2,0.9,7.4,30.3,2154,86.6,7.7,5.7,0,7.3,18428
5726,2678,3048,35.8,48.5,0.8,1.2,10.4,1,3840,15.4,19,45.1,17.1,28.4,4.2,5.3,81.3,6.3,0,5.5,1.6,5.3,31.2,2942,76.7,16.6,6.7,0,5.6,38927
6691,3862,2829,22.6,58,6.1,2.1,5.3,0.4,5134,30,32.5,39.4,32,20.9,1.5,6.2,66.1,5.7,9.5,3.9,12.6,2.1,23,4700,86,11.9,2.1,0,2.7,26638
3888,2003,1885,37.8,55.7,0.5,0,4.3,0,2815,8.5,19.7,36,24.3,23.8,11.2,4.7,81.7,7.3,0.5,1.6,1.5,7.5,22.9,1993,66.9,24.3,8.8,0,4.6,34703
10900,5082,5818,18.4,22.9,13.5,0,34.6,0.5,6843,5.3,2.7,43.5,15.2,27.5,5.4,8.3,79.2,10.5,2.4,0.9,0,6.9,35.5,4720,60.3,31.2,8.5,0,9.8,30820
2093,1049,1044,13.2,85.6,0,0.4,0.8,0,1511,15.6,23.2,23.3,21.1,17.4,19.7,18.5,81.9,10.6,0,0.6,2.2,4.7,24.8,853,73.9,21.3,4.2,0.6,2.5,27105
1856,1010,846,7.2,88,0.2,1.3,0.4,0,1440,14.6,27.5,33.7,17.2,19.1,12.1,17.9,73.9,7.1,0.8,5.8,2.2,10.3,24,906,69.3,11.9,18.2,0.6,3.1,27068
4141,2167,1974,28.3,60,8.7,1.3,0,0,2865,37.9,61,17.5,19.6,32.1,16,14.9,82,12.8,0,0.3,3.2,1.7,28.1,1460,83.1,12.1,2,2.9,13.3,16049
3880,1791,2089,3.4,82.1,11.2,0,0.9,0,3015,10.4,12.3,32.6,14.7,27,3.6,22.1,87,6.4,0.8,2.3,1,2.6,14.1,1917,88.6,10.4,1,0,2.3,27312
2433,1012,1421,0.8,79.2,7.2,1.2,7.9,0,2079,8.5,4.2,69.3,6.4,16,1.5,6.8,60.7,5.3,22.9,2.1,1.8,7.3,24.3,1636,87.3,7.6,5.1,0,7.7,47901
2357,1193,1164,0.4,98.1,0.3,0,0,0,1929,10.2,8.7,31.6,19.4,20.1,21.4,7.5,88.5,6.3,0,0.7,1.2,3.4,25.8,1049,74.1,15.5,7.7,2.7,8.6,29553
2015,971,1044,2.1,90.6,2.4,0.1,0.2,0,1539,35.2,59.4,11.3,30.1,27.4,8.1,23.1,66.1,25.8,1.1,5,1.5,0.5,22.9,763,88.9,7.1,4.1,0,13.1,22048
3368,1728,1640,6.1,87,0.9,0,1.8,0,2757,3.2,2,57.2,8.6,19.1,5.7,9.4,71.5,11.2,2.1,1.5,2.3,11.5,31.3,1709,71.6,11,17.4,0,6.4,54373
3408,1767,1641,3.6,91.8,1.1,1.5,0,0,2780,19.3,25.5,19.9,25.5,21.2,11.5,21.9,77.6,15.9,0.5,2.4,0.8,2.8,29.6,1332,78.8,12.5,8.6,0.2,10.9,20989
2613,1380,1233,0.7,96.5,0.2,0,1.3,0,1989,15.8,9.6,32,25.7,26.2,9.4,6.8,82.8,7.4,0,4.4,4.6,0.8,17.1,1086,85.3,11.9,2.9,0,12.9,20480
3506,1853,1653,59.8,30.9,3.3,0.1,1.5,0,2335,16.5,27.9,24.5,31.8,14.9,18.4,10.4,74,10.7,0.6,4.2,3.4,7.1,23.7,1886,86.6,6,7.4,0,8.5,18664
5361,2667,2694,43.9,42.9,1.5,0.1,6.4,0,3592,18,33,26,15.4,27.9,13,17.7,82.9,7.2,0,1.4,5.9,2.6,21.7,2185,64.6,24,11.4,0,7.4,27842
10760,6600,4160,66.9,27.7,5,0,0,0,7825,15.1,21.4,24.2,21.8,21.5,21.6,11,73.7,23.9,0,0,1.6,0.8,31.4,3852,72.4,15.4,10.4,1.8,3.8,16388
2182,989,1193,0.9,63.9,34.2,0.1,0.9,0,1806,22,34.4,25,20.9,18.4,7.4,28.3,89.8,6.5,0,0,2.1,1.6,33.5,636,70.4,21.9,7.7,0,16.1,16393
5327,2808,2519,66.4,25.5,2.4,0,3.8,0,2810,28.2,41.2,29,25.2,17.2,11.7,16.9,6.9,2.4,72.5,8.5,7.9,1.8,40.1,2918,88,5.8,5.9,0.3,8.5,23128
4125,2065,2060,4.9,81.5,6.9,0.8,1.8,0,2927,16.2,21,20.2,32.6,23.6,3.5,20.1,79.7,18.1,1,1.1,0,0,28.7,1942,93.6,4.6,1.8,0,9.7,20227
3795,1550,2245,42.1,24.6,30.9,0,1.6,0,2015,44.3,62.2,18.8,14.8,23.3,22.6,20.6,65.5,17.2,0,4.1,6.5,6.8,17.7,1332,86.3,12.5,1.3,0,6.2,12063
1137,572,565,0,3.6,90.8,0,0,0,814,68.1,87,4.7,35.9,20.9,0,38.5,55.6,36.3,8.1,0,0,0,27.8,234,91,0,9,0,29.1,20741
6184,2661,3523,84.3,11.3,1.6,0,2.7,0,3854,20.1,26.7,31.4,19.2,40.9,4,4.5,91.4,4.3,2.2,0,0,2.1,38.3,3038,83.2,12.5,4.3,0,5.2,24519
3970,1907,2063,17.7,25.2,1.3,0,49.5,1.3,2614,4.6,0,42.4,14.7,25.9,3.7,13.3,77.6,11.5,1.6,2.4,0.6,6.3,23.8,2099,85.3,12.3,2.4,0,8.9,30584
6614,3637,2977,36.9,41.4,15.2,0,4.8,1.2,4374,37.1,46,14.6,33.1,25.2,8.2,18.9,79.5,14.5,1.5,0,0,4.5,33.3,1784,73.3,22.8,4,0,20,15305
6491,3263,3228,3.9,93.4,0,0.2,1.2,0,4379,3.7,5.5,46,17.4,20.6,7.8,8.2,83.9,4,6,0.3,1.3,4.5,23.3,2600,76.2,20.6,3.2,0,3.2,27065
5371,2609,2762,17.2,71.4,2.5,0.5,5.3,0,4186,8.4,4.5,63.9,12,20,2.9,1.2,73.1,7.4,3.7,1.2,2.7,11.8,17.8,3718,78.2,15.5,6.2,0,1.3,53827
2884,1441,1443,16.3,0.7,59.4,0.8,11.1,0,1585,17,20.3,20.6,26,29.3,15.5,8.6,30.9,9.9,52.2,6.1,1,0,54,1391,78.6,12.9,8.5,0,9,21607
3199,1641,1558,13.3,74.5,3.7,0,7.8,0,2056,9,7.3,41.8,18.2,22.7,9.5,7.8,58,10.5,27.5,1.5,0.5,2,40.5,1569,82.2,13.8,4,0,4.1,33320
3767,1693,2074,2.4,93.4,3.6,0,0,0,2761,21.7,37.9,20.8,21.5,27.7,9.3,20.7,91.8,4.2,0,0.4,0,3.6,20.5,1734,88.2,8.8,3,0,7.2,21198
3448,1905,1543,52.4,32.3,1.6,0.3,8.2,0,1945,18.6,21.5,18.2,19.6,18.9,20.1,23.2,81.4,14.5,0,0,0.6,3.4,41,1452,81.9,13.2,4.9,0,8.5,20329
2936,1469,1467,15.6,80.4,0,0,2.5,0,1899,0.9,1.4,74.6,1.6,18.8,2.7,2.3,84.6,7.3,0.6,0,0,7.5,25.5,1466,86.4,4.8,8.8,0,3.7,64843
3720,1551,2169,100,0,0,0,0,0,2855,13.8,4.3,45.6,23.4,24.2,3.4,3.5,67.6,5.6,9.3,7,2.1,8.4,27,1850,71.1,14,14.9,0,1,26144
2615,1298,1317,10.6,79.8,1.9,0,7.2,0,1843,8,14.9,73.3,6.9,14.5,3.1,2.2,74.9,10.5,1.3,1.5,0.6,11.2,26.3,1317,81,11.8,7.1,0,1.6,60681
5329,2249,3080,34.7,3.5,58.5,0,1.1,0,3652,15.6,23,20.9,27.5,24.2,2.8,24.6,72.6,9.2,13.1,3.3,1.6,0.3,24.6,2735,79.5,18.9,1.5,0,6.6,24762
4927,2113,2814,0,97.8,1,0,1.2,0,4421,5.3,6.9,53.5,11.5,29.2,4.8,1,70.4,2.2,6.6,0.4,1.4,19,34.4,2349,80.3,11.5,8.2,0,4.2,60390
4748,2087,2661,72.3,3.3,6.2,0,17.2,0,1849,35.9,47.3,12.3,18.6,21.7,19.8,27.5,70.5,15.1,0.9,0.8,4.4,8.4,20.4,1412,83.9,11.7,3.1,1.3,16,9998
3782,1783,1999,2.7,93.7,1.3,0,0,0,2985,14.7,19.3,19.1,16.4,23.8,10.4,30.3,91.2,5.3,1.4,0,0.7,1.3,16.2,1661,85.9,8.5,5.6,0,6.7,25084
4535,2214,2321,1.3,97.1,0.7,0.1,0.2,0,3583,8.8,9.7,27.7,14.7,27.3,14.3,15.9,84.4,9.2,0,1.6,1,3.8,24.6,2336,75.1,17.6,7.2,0,6,31885
2759,1405,1354,0,97.6,0,0.1,1.2,0,2352,6.7,8.3,60,11.9,15.5,4,8.5,88.4,1.1,4.5,0,0,5.9,32,1219,70.7,18.7,10.6,0,6,52442
5868,2631,3237,64.5,31,3.6,0,0.7,0,4170,20.9,35.1,37.2,16.7,30.1,7.7,8.3,82,13,3.5,0.8,0.7,0,31.9,2319,75.1,20.8,4.1,0,12.9,19966
7116,3497,3619,25,67.9,0,0.1,3.4,0,4803,6.9,4.6,27.7,22.9,21.6,17.1,10.6,83.9,6.3,2.2,2.1,2.1,3.4,28.3,3194,74,18,8,0,5.4,37208
